"Date","Price","Open","High","Low","Vol.","Change %"
"05/28/2024","5,306.04","5,315.91","5,315.91","5,280.89","","0.02%"
"05/24/2024","5,304.72","5,281.45","5,311.65","5,278.39","","0.70%"
"05/23/2024","5,267.84","5,340.26","5,341.88","5,256.93","","-0.74%"
"05/22/2024","5,307.01","5,319.28","5,323.18","5,286.01","","-0.27%"
"05/21/2024","5,321.41","5,298.69","5,324.32","5,297.87","","0.25%"
"05/20/2024","5,308.13","5,305.35","5,325.32","5,302.40","","0.09%"
"05/17/2024","5,303.27","5,303.10","5,305.45","5,283.59","","0.12%"
"05/16/2024","5,297.10","5,310.07","5,325.49","5,296.19","","-0.21%"
"05/15/2024","5,308.15","5,263.26","5,311.76","5,263.26","","1.17%"
"05/14/2024","5,246.68","5,221.10","5,250.37","5,217.98","","0.48%"
"05/13/2024","5,221.42","5,233.08","5,237.26","5,211.16","","-0.02%"
"05/10/2024","5,222.68","5,225.49","5,239.66","5,209.68","","0.16%"
"05/09/2024","5,214.08","5,189.03","5,215.30","5,180.41","","0.51%"
"05/08/2024","5,187.67","5,168.98","5,191.95","5,165.86","","0.00%"
"05/07/2024","5,187.70","5,187.20","5,200.23","5,178.96","","0.13%"
"05/06/2024","5,180.74","5,142.42","5,181.00","5,142.42","","1.03%"
"05/03/2024","5,127.79","5,122.78","5,139.12","5,101.22","","1.26%"
"05/02/2024","5,064.20","5,049.32","5,073.21","5,011.05","","0.91%"
"05/01/2024","5,018.39","5,029.03","5,096.12","5,013.45","","-0.34%"
"04/30/2024","5,035.69","5,103.78","5,110.83","5,035.31","","-1.57%"
"04/29/2024","5,116.17","5,114.13","5,123.49","5,088.65","","0.32%"
"04/26/2024","5,099.96","5,084.65","5,114.62","5,073.14","","1.02%"
"04/25/2024","5,048.42","5,019.88","5,057.75","4,990.58","","-0.46%"
"04/24/2024","5,071.63","5,084.86","5,089.48","5,047.02","","0.02%"
"04/23/2024","5,070.55","5,028.85","5,076.12","5,027.96","","1.20%"
"04/22/2024","5,010.60","4,987.33","5,038.84","4,969.40","","0.87%"
"04/19/2024","4,967.23","5,005.44","5,019.02","4,953.56","","-0.88%"
"04/18/2024","5,011.12","5,031.52","5,056.66","5,001.89","","-0.22%"
"04/17/2024","5,022.21","5,068.97","5,077.96","5,007.25","","-0.58%"
"04/16/2024","5,051.41","5,064.59","5,079.84","5,039.83","","-0.21%"
"04/15/2024","5,061.82","5,149.67","5,168.43","5,052.47","","-1.20%"
"04/12/2024","5,123.41","5,171.51","5,175.03","5,107.94","","-1.46%"
"04/11/2024","5,199.06","5,172.95","5,211.78","5,138.77","","0.74%"
"04/10/2024","5,160.64","5,167.88","5,178.43","5,138.70","","-0.95%"
"04/09/2024","5,209.91","5,217.03","5,224.81","5,160.78","","0.14%"
"04/08/2024","5,202.39","5,211.37","5,219.57","5,197.35","","-0.04%"
"04/05/2024","5,204.34","5,158.95","5,222.18","5,157.21","","1.11%"
"04/04/2024","5,147.21","5,244.05","5,256.59","5,146.06","","-1.23%"
"04/03/2024","5,211.49","5,194.37","5,228.75","5,194.37","","0.11%"
"04/02/2024","5,205.81","5,204.29","5,208.34","5,184.05","","-0.72%"
"04/01/2024","5,243.77","5,257.97","5,263.95","5,229.20","","-0.20%"
"03/28/2024","5,254.35","5,248.03","5,264.85","5,245.82","","0.11%"
"03/27/2024","5,248.49","5,226.31","5,249.26","5,213.92","","0.86%"
"03/26/2024","5,203.58","5,228.85","5,235.16","5,203.42","","-0.28%"
"03/25/2024","5,218.19","5,219.52","5,229.09","5,216.09","","-0.31%"
"03/22/2024","5,234.18","5,242.48","5,246.09","5,229.87","","-0.14%"
"03/21/2024","5,241.53","5,253.43","5,261.10","5,240.66","","0.32%"
"03/20/2024","5,224.62","5,181.69","5,226.19","5,171.55","","0.89%"
"03/19/2024","5,178.51","5,139.09","5,180.31","5,131.59","","0.56%"
"03/18/2024","5,149.42","5,154.77","5,175.60","5,145.47","","0.63%"
"03/15/2024","5,117.09","5,123.31","5,136.86","5,104.35","","-0.65%"
"03/14/2024","5,150.48","5,175.14","5,176.85","5,123.30","","-0.29%"
"03/13/2024","5,165.31","5,173.49","5,179.14","5,151.88","","-0.19%"
"03/12/2024","5,175.27","5,134.30","5,179.87","5,114.48","","1.12%"
"03/11/2024","5,117.94","5,111.96","5,124.66","5,091.14","","-0.11%"
"03/08/2024","5,123.69","5,164.46","5,189.26","5,117.50","","-0.65%"
"03/07/2024","5,157.36","5,132.38","5,165.62","5,128.21","","1.03%"
"03/06/2024","5,104.76","5,108.03","5,127.97","5,092.22","","0.51%"
"03/05/2024","5,078.65","5,110.52","5,114.54","5,056.82","","-1.02%"
"03/04/2024","5,130.95","5,130.99","5,149.67","5,127.18","","-0.12%"
"03/01/2024","5,137.08","5,098.51","5,140.33","5,094.16","","0.80%"
"02/29/2024","5,096.27","5,085.36","5,104.99","5,061.89","","0.52%"
"02/28/2024","5,069.76","5,067.20","5,077.37","5,058.35","","-0.17%"
"02/27/2024","5,078.18","5,074.60","5,080.69","5,057.29","","0.17%"
"02/26/2024","5,069.53","5,093.00","5,097.66","5,068.91","","-0.38%"
"02/23/2024","5,088.80","5,100.92","5,111.06","5,081.46","","0.03%"
"02/22/2024","5,087.03","5,038.83","5,094.39","5,038.83","","2.11%"
"02/21/2024","4,981.80","4,963.03","4,983.21","4,946.00","","0.13%"
"02/20/2024","4,975.51","4,989.32","4,993.71","4,955.02","","-0.60%"
"02/16/2024","5,005.57","5,031.13","5,038.70","4,999.52","","-0.48%"
"02/15/2024","5,029.73","5,003.14","5,032.72","4,999.44","","0.58%"
"02/14/2024","5,000.62","4,976.44","5,002.52","4,956.45","","0.96%"
"02/13/2024","4,953.17","4,967.94","4,971.30","4,920.31","","-1.37%"
"02/12/2024","5,021.84","5,026.83","5,048.39","5,016.83","","-0.09%"
"02/09/2024","5,026.61","5,004.17","5,030.06","5,000.34","","0.57%"
"02/08/2024","4,997.91","4,995.16","5,000.40","4,987.09","","0.06%"
"02/07/2024","4,995.06","4,973.05","4,999.89","4,969.05","","0.82%"
"02/06/2024","4,954.23","4,950.16","4,957.77","4,934.88","","0.23%"
"02/05/2024","4,942.81","4,957.19","4,957.19","4,918.09","","-0.32%"
"02/02/2024","4,958.61","4,916.06","4,975.29","4,907.99","","1.07%"
"02/01/2024","4,906.19","4,861.11","4,906.97","4,853.52","","1.25%"
"01/31/2024","4,845.65","4,899.19","4,906.75","4,845.15","","-1.61%"
"01/30/2024","4,924.97","4,925.89","4,931.09","4,916.27","","-0.06%"
"01/29/2024","4,927.93","4,892.95","4,929.31","4,887.40","","0.76%"
"01/26/2024","4,890.97","4,888.91","4,906.69","4,881.47","","-0.07%"
"01/25/2024","4,894.16","4,886.66","4,898.15","4,869.34","","0.53%"
"01/24/2024","4,868.55","4,888.56","4,903.68","4,865.94","","0.08%"
"01/23/2024","4,864.60","4,856.80","4,866.48","4,844.37","","0.29%"
"01/22/2024","4,850.43","4,853.42","4,868.41","4,844.05","","0.22%"
"01/19/2024","4,839.81","4,796.28","4,842.07","4,785.87","","1.23%"
"01/18/2024","4,780.94","4,760.10","4,785.79","4,740.57","","0.88%"
"01/17/2024","4,739.21","4,739.13","4,744.23","4,714.82","","-0.56%"
"01/16/2024","4,765.98","4,772.35","4,782.34","4,747.12","","-0.37%"
"01/12/2024","4,783.83","4,791.18","4,802.40","4,768.98","","0.08%"
"01/11/2024","4,780.24","4,792.13","4,798.50","4,739.58","","-0.07%"
"01/10/2024","4,783.45","4,759.94","4,790.80","4,756.20","","0.57%"
"01/09/2024","4,756.50","4,741.93","4,765.47","4,730.35","","-0.15%"
"01/08/2024","4,763.54","4,703.70","4,764.54","4,699.82","","1.41%"
"01/05/2024","4,697.24","4,690.57","4,721.49","4,682.11","","0.18%"
"01/04/2024","4,688.68","4,697.42","4,726.78","4,687.53","","-0.34%"
"01/03/2024","4,704.81","4,725.07","4,729.29","4,699.71","","-0.80%"
"01/02/2024","4,742.83","4,745.20","4,754.33","4,722.67","","-0.57%"
